user_id,tech_field,programming_languages,region,availability,goals,experience
488,Full Stack,"HTML/CSS, Python, JavaScript",Pune,Full-time availability,Master both front-end and back-end development,7
489,Web3,"Rust, WebAssembly, JavaScript, Go",Pune,Available for projects,Create decentralized applications (DApps),1
490,Web3,WebAssembly,Chennai,Available for projects,"Understand blockchain technology, Create decentralized applications (DApps)",10
491,Game Development,"JavaScript, C#, Unreal Engine, Unity, C++",Chennai,Part-time availability,"Game engine expertise, Work on 2D and 3D game development",10
492,Cybersecurity,"Wireshark, Metasploit",Chandigarh,Part-time availability,"Enhance network security, Conduct penetration testing",8
493,Full Stack,"HTML/CSS, JavaScript",Delhi,Part-time availability,Master both front-end and back-end development,10
494,AI,"TensorFlow, R",Bangalore,Full-time availability,"Develop machine learning models, Work on natural language processing projects, Contribute to AI research",7
495,Web3,"Go, Rust, WebAssembly",Ahmedabad,Available for projects,Understand blockchain technology,6
496,AI,"Java, R",Kolkata,Available for projects,"Work on natural language processing projects, Develop machine learning models",10
497,AI,"Python, PyTorch, R, Java, TensorFlow",Bangalore,Part-time availability,Contribute to AI research,2
498,Cybersecurity,"Metasploit, Python",Hyderabad,Part-time availability,"Conduct penetration testing, Enhance network security",5
499,Web3,"Go, Rust, WebAssembly",Kolkata,Part-time availability,Create decentralized applications (DApps),10
500,Data Science,"Matlab, R",Mumbai,Available for projects,"Apply statistical methods, Predict trends and insights",8
